movie_id,actor
25746375,万国鹏
25746375,王婷
25746375,沈凯
25746375,徐小琴
25746375,林晨
25746375,魏星
25746375,蒿怡帆
25746375,蒿怡菲
25746375,覃培军
25746375,王昭
25746375,张文斌
25746375,林俭
25746375,耿立树
25746375,张喜来
25746375,周鹏
25746375,寇骏
25746375,姜涛
25746375,袁咏仪
25746375,方中信
25746375,刘伟强
25746375,冯德伦
25746375,吴彦祖
25746375,尔冬升
25746375,麦兆辉
25746375,庄文强
25746375,方平
25746375,张静初
25746375,许鞍华
25746375,林更新
25746375,蒋梦婕
25746375,陆剑明
5446197,杰克·吉伦哈尔
5446197,福里斯特·惠特克
5446197,瑞秋·麦克亚当斯
5446197,娜奥米·哈里斯
5446197,50分
5446197,乌娜·劳伦斯
5446197,米格尔·戈麦斯
5446197,瑞塔·奥拉
5446197,维克托·奥尔蒂斯
5446197,克莱尔·弗利
5446197,博·纳普
5446197,约翰·塞纳迭姆博
25885212,布莱思·丹纳
25885212,马丁·斯塔尔
25885212,琼·斯奎布
25885212,雷亚·普尔曼
25885212,玛丽·凯·普莱斯
25885212,玛琳·阿克曼
25885212,山姆·艾里奥特
25885212,瑞德·斯科特
25885212,麦克斯·盖尔
25885212,马克·阿戴尔-里奥斯
25885212,阿什利·斯皮尔斯
25885212,阿尔蒂·曼
25885212,卡罗琳-拉格菲尔特
25728581,卢多维科·吉拉尔德罗
25728581,Ludovico Girardello
25728581,瓦莱莉·高利诺
5156558,玛格特·罗比
5156558,克里斯·派恩
5156558,切瓦特·埃加福特
24325815,瑞恩·雷诺兹
24325815,本·金斯利
24325815,马修·古迪
24325815,娜塔丽·马丁内兹
24325815,米歇尔·道克瑞
24325815,德里克·卢克
24325815,维克多·加博
24325815,玛丽安娜·宝拉·韦森特
24325815,山姆·佩吉
24325815,特瑞·韦伯
24325815,格里夫·弗斯特
24325815,艾米莉·特里梅因
24325815,加里·维克斯
25922902,新垣结衣
25922902,木村文乃
25922902,桐谷健太
25922902,恒松祐里
25922902,下田翔大
25922902,葵若菜
25922902,柴田杏花
25922902,山口麻友
25922902,佐野勇斗
25922902,室井響
25922902,渡边大知
25922902,真岛秀和
25922902,石田光
25922902,木村多江
25922902,小木茂光
25922902,角替和枝
25922902,井川比佐志
25738406,朱利安·夏特金
25738406,莉顿·梅斯特
25738406,黛博拉·梅辛
25738406,欧嘉·梅雷迪斯
25738406,韦恩·普雷特洛
25738406,乔治娅·希梅内斯·里弗谢
25738406,阿尔弗雷多·纳西索
25738406,比利·乔·阿姆斯特朗
25738406,萨布丽娜·马查多
25738406,达茜·福勒
25738406,Heather Whaley
25738406,Sammy Pignalosa
25738406,Frank Shattuck
25738406,Tamara Torres
25738406,Buster Whaley
25767747,萨尔玛·海耶克
25767747,文森特·卡索
25767747,约翰·C·赖利
25767747,托比·琼斯
25767747,雪莉·亨德森
25767747,斯塔西·马汀
25767747,阿尔芭·洛尔瓦彻
25767747,卡特里内尔·马龙
25767747,Hayley Carmichael
25767747,碧碧·凯芙
25767747,Christian Lees
25767747,Jonah Lees
25767747,Guillaume Delaunay
25767747,Kathryn Hunter
25767747,Jessie Cave
25823840,朱智勋
25823840,金康宇
25823840,林智妍
25823840,千浩振
25823840,李宥英
10533913,艾米·波勒
10533913,菲利丝·史密斯
10533913,理查德·坎德
10533913,比尔·哈德尔
10533913,刘易斯·布莱克
10533913,敏迪·卡灵
10533913,凯特林·迪亚斯
10533913,戴安·琳恩
10533913,凯尔·麦克拉克伦
10533913,波拉·庞德斯通
10533913,鲍比·莫伊尼汉
10533913,保拉·佩尔
10533913,大卫·戈尔兹
10533913,弗兰克·奥兹
10533913,乔什·库雷
10533913,弗利
10533913,约翰·拉岑贝格
10533913,卡洛斯·阿拉斯拉奇
10533913,皮特·萨加尔
10533913,拉什达·琼斯
10533913,罗里·艾伦
10533913,约翰·齐甘
10533913,雪莉·琳恩
10533913,拉瑞恩·纽曼
10533913,帕丽斯·冯·戴克
25814707,桥本爱
25814707,三浦贵大
25814707,松冈茉优
25814707,温水洋一
25814707,桐岛加恋
10773239,雅各布·萨尔瓦提
10773239,凯文·詹姆斯
10773239,迈克尔·拉帕波特
10773239,大卫·亨瑞
10773239,艾米丽·沃森
10773239,埃杜瓦多·维拉斯蒂吉
10773239,泰德·拉文
10773239,田川洋行
10773239,汤姆·威尔金森
10773239,本·卓别林
10773239,阿丽·兰德里
10773239,亚布拉哈姆·本鲁比
10773239,托比·胡斯
10773239,凯莉·格蕾森
10773239,Candice Azzara
25870236,杨千嬅
25870236,古天乐
25870236,吴耀汉
25870236,吴浣仪
25870236,姜皓文
25870236,刘玉翠
25870236,狄哲龙
25870236,冯淬帆
25870236,马浴柯
25870236,火火
25870236,黄文慧
26147706,苍井优
26147706,铃木杏
26147706,胜地凉
26147706,黑木华
26147706,木村多江
26147706,平泉成
26147706,相田翔子
26147706,铃木兰兰
26147706,郭智博
26147706,木村绿子
25761178,安藤樱
25761178,新井浩文
25761178,稲川実代子
25761178,早織
25761178,宇野祥平
25761178,坂田聡
25761178,沖田裕樹
25761178,吉村界人
25761178,松浦慎一郎
25761178,伊藤洋三郎
25761178,重松収
25761178,根岸季衣
26219652,孙红雷
26219652,周冬雨
26219652,董子健
26219652,王栎鑫
26219652,柳希龙
26219652,李佳奇
26219652,夏天
26219652,赵立新
26219652,王森
25786077,道恩·强森
25786077,亚历珊德拉·达达里奥
25786077,卡拉·古奇诺
25786077,雨果·约翰斯通-伯特
25786077,雅奇·潘嘉比
25786077,科尔顿·海恩斯
25786077,艾恩·格拉法德
25786077,保罗·吉亚玛提
25786077,凯莉·米洛
25786077,李威尹
25786077,瓦内萨·罗斯
25786077,马特·杰拉德
25786077,阿特·帕金森
25786077,罗宾·阿特金·唐斯
25786077,艾伦·D·柏温
25786077,亚历克·乌特戈夫
25786077,摩根·格莉芬
25786077,杰米斯·巴特勒
25786077,艾伦·波普尔顿
25958787,小林薰
25958787,绫田俊树
25958787,不破万作
25958787,松重丰
25958787,安藤玉惠
25958787,山中崇
25958787,宇野祥平
25958787,光石研
25958787,小田切让
25958787,高冈早纪
25958787,柄本时生
25958787,多部未华子
25958787,余贵美子
25958787,筒井道隆
25958787,菊池亚希子
25958787,田中裕子
25958787,平田薫
3608742,科里·霍金斯
3608742,杰森·米切尔
3608742,小奥谢拉·杰克逊
3608742,阿尔迪斯·霍吉
3608742,保罗·吉亚玛提
3608742,凯斯·斯坦菲尔德
3608742,小尼尔·布朗
3608742,小马龙·耶茨
3608742,马修·博兰
3608742,R·马科斯·泰勒
3608742,卡拉·帕特森
3608742,亚历山德拉·希普
3608742,科瑞·雷诺兹
11541282,查宁·塔图姆
11541282,马特·波莫
11541282,乔·曼根尼罗
11541282,安布尔·赫德
11541282,贾达·萍克·史密斯
11541282,伊丽莎白·班克斯
11541282,安迪·麦克道威尔
11541282,加布里埃尔·伊格莱西亚斯
11541282,迈克尔·斯特拉罕
11541282,克丽丝特尔·亨特
11541282,简·麦克尼尔
11541282,唐纳德·格洛弗
11541282,凯文·纳什
11541282,亚当·罗德里格兹
11541282,史蒂芬·布斯
11541282,罗达·格里菲丝
11541282,金柏莉·德拉蒙德
11541282,瑞克·佛莱尔
11541282,胡安·彼德拉伊塔
25837175,古天乐
25837175,余文乐
25837175,佟丽娅
25837175,张孝全
25837175,谢天华
25837175,元秋
25837175,李璨琛
25837175,伍允龙
25837175,姜皓文
25837175,林子善
25837175,任达华
25837175,高捷
25837175,马浴柯
25837175,谭炳文
10463953,本尼迪克特·康伯巴奇
10463953,凯拉·奈特莉
10463953,马修·古迪
10463953,罗里·金奈尔
10463953,艾伦·里奇
10463953,马修·比尔德
10463953,查尔斯·丹斯
10463953,马克·斯特朗
10463953,詹姆斯·诺斯科特
10463953,汤姆·古德曼-希尔
10463953,史蒂芬·威丁顿
10463953,伊兰·古德曼
10463953,杰克·塔尔登
10463953,埃里克斯·劳瑟
10463953,杰克·巴农
24397586,贾斯汀·弗莱彻
24397586,约翰·斯帕克斯
24397586,欧米德·吉亚李利
24397586,理查德·韦伯
24397586,凯特·哈伯
24397586,蒂姆·汉兹
24397586,安迪·尼曼
24397586,西蒙·格林诺
24397586,艾玛·泰特
24397586,杰克·保尔森
24397586,西恩·康诺利
24397586,亨利·伯顿
24397586,迪曼特·维瓦斯
24397586,苏菲·劳顿
24397586,妮娅·梅迪·詹姆斯
6866928,三浦春马
6866928,长谷川博己
6866928,水原希子
6866928,本乡奏多
6866928,三浦贵大
6866928,樱庭奈奈美
6866928,松尾谕
6866928,石原里美
6866928,皮埃尔泷
6866928,国村隼
6866928,渡部秀
6866928,水崎绫女
6866928,武田梨奈
25752261,梅丽莎·麦卡西
25752261,杰森·斯坦森
25752261,裘德·洛
25752261,萝丝·拜恩
25752261,莫蕾娜·巴卡林
25752261,李威尹
25752261,艾莉森·珍妮
25752261,鲍比·坎纳瓦尔
25752261,50分
25752261,彼得·塞拉菲诺威茨
25752261,卡洛斯·庞丝
25752261,扎克·伍兹
25752261,杰西卡·查芬
25752261,米兰达·哈特
25752261,艾丽西娅·维拉-贝利
25752261,娜吉丝·法克利
25773932,迈尔斯·特勒
25773932,J·K·西蒙斯
25773932,保罗·雷瑟
25773932,梅丽莎·贝努瓦
25773932,奥斯汀·斯托维尔
25773932,克里斯·马尔基
25773932,马科斯·卡锡
25773932,杰森·布莱尔
25773932,科菲·斯里博伊
23788440,吴京
23788440,托尼·贾
23788440,张晋
23788440,任达华
23788440,卢惠光
23788440,恭硕良
23788440,林嘉华
23788440,蔡瀚亿
23788440,艾威
23788440,姜皓文
23788440,张驰
23788440,寇占文
23788440,古天乐
23788440,袁嘉敏
24879839,王宝强
24879839,郭富城
24879839,张震
24879839,林志玲
24879839,范伟
24879839,元华
24879839,王学圻
24879839,吴建豪
24879839,陈国坤
24879839,林雪
24879839,董琦
24879839,李雪健
24879839,田壮壮
24879839,陈虎
24879839,房祖名
25932086,汤姆·希林
25932086,埃利亚斯·穆巴里克
25932086,沃坦·维尔克·默林
25932086,Antoine Monot Jr.
25932086,汉娜·赫斯普朗
25932086,崔娜·迪斯霍尔姆
25932086,Leopold Hornung
25932086,Katharina Matz
25932086,李奥那多·卡劳
25932086,Arndt Schwering-Sohnrey
25855951,露安·艾梅哈
25855951,嘉莲·维雅
25855951,弗朗索瓦·达密安
25855951,伊连·贝加拉
25855951,埃里克·埃尔莫斯尼诺
25855951,卢卡·戈尔贝格
25855951,罗珊妮·杜兰
25855951,玛尔·索度佩
25855951,斯代芬·沃杰托维茨
25855951,Clémence Lassalas
3592854,汤姆·哈迪
3592854,查理兹·塞隆
3592854,尼古拉斯·霍尔特
3592854,休·基斯-拜恩
3592854,乔什·赫尔曼
3592854,内森·琼斯
3592854,佐伊·克罗维兹
3592854,罗茜·汉丁顿-惠特莉
3592854,丽莉·克亚芙
3592854,阿比·丽
3592854,考特尼·伊顿
3592854,安格斯·桑普森
3592854,理查德·卡特
3592854,梅根·盖尔
3592854,肖恩·哈普
6039412,布蕾克·莱弗利
6039412,米契尔·哈思曼
6039412,哈里森·福特
6039412,艾伦·伯斯汀
6039412,凯西·贝克
6039412,阿曼达·克鲁
6039412,Lynda Boyd
6039412,Hugh Ross
6039412,理查德·哈蒙
6039412,富尔·切切里
6039412,Anjali Jay
6039412,神奈川宏幸
6039412,皮特·J.加里
6039412,Izabel Pearce
6039412,Cate Richardson
25907004,陈意涵
25907004,池珍熙
25907004,陈学冬
25907004,钟丽缇
25907004,齐溪
25907004,李昕芸
25907004,禹惠林
25907004,刘仪伟
25907004,谢东燊
25907004,刘循子墨
26366634,Choi Won-joon
26366634,Han Se-i
26366634,Kim Min-gi
26366634,Lee Jae-in
26366634,Kim Cheong-soon
26366634,Jang Moon-yeong
26366634,Hwang Ji-hoo
26366634,Yoo Ji-hyeon
26366634,Cha Bo-seong
26366634,Park Jeong-yoon
26366634,Seo Seung-hyeon
26366634,So-ra
4160540,奥斯卡·伊萨克
4160540,多姆纳尔·格利森
4160540,艾丽西亚·维坎德
4160540,克里·约翰逊
4160540,黛博拉·罗桑
4160540,李仙湖
4160540,Sonoya Mizuno
4160540,Evie Wray
26021055,李易峰
26021055,张慧雯
26021055,蒋劲夫
26021055,魏大勋
26021055,杜天皓
26021055,张予曦
26021055,李心艾
26021055,宋轶
26021055,张云龙
26021055,柴格
26021055,王佑硕
26021055,李玟
26021055,陈羽凡
26021055,胡海泉
10741834,小罗伯特·唐尼
10741834,克里斯·海姆斯沃斯
10741834,马克·鲁弗洛
10741834,克里斯·埃文斯
10741834,斯嘉丽·约翰逊
10741834,杰瑞米·雷纳
10741834,詹姆斯·斯派德
10741834,塞缪尔·杰克逊
10741834,唐·钱德尔
10741834,亚伦·泰勒-约翰逊
10741834,伊丽莎白·奥尔森
10741834,保罗·贝坦尼
10741834,寇碧·史莫德斯
10741834,安东尼·麦凯
10741834,海莉·阿特维尔
10741834,伊德里斯·艾尔巴
10741834,斯特兰·斯卡斯加德
10741834,金秀贤
10741834,托马斯·克莱舒曼
10741834,安迪·瑟金斯
10741834,朱莉·德尔佩
10741834,斯坦·李
10741834,亨利·古德曼
10741834,多米尼克·普罗沃斯特-切克利
10741834,艾萨克·安德鲁斯
25809260,赵汝贞
25809260,李成敏
25809260,金太祐
25809260,金宝妍
25809260,罗美兰
25809260,金基天
25809260,赵在允
25809260,高庚杓
24753687,李嘉琪
24753687,李浩菲
24753687,陈瑾
24753687,辛鹏
24753687,李欢
10741643,阿米尔·汗
10741643,安努舒卡·莎玛
10741643,桑杰·达特
10741643,波曼·伊拉妮
10741643,沙鲁巴·舒克拉
10741643,苏尚特·辛格·拉吉普特
10741643,帕里卡沙特.萨赫尼
10741643,阿马尔迪普·杰哈
10741643,瑞玛·德纳斯
10741643,迪伦德拉·德维韦迪
10741643,赛·甘德沃尔
10741643,拉姆·P·塞蒂
25745752,陈都灵
25745752,欧豪
25745752,马思纯
25745752,杨洋
25745752,段博文
25745752,胡夏
25745752,关晓彤
25745752,包文婧
25745752,蒋雯丽
25745752,成泰燊
25745752,谢娜
25830802,杨祐宁
25830802,郭采洁
25830802,郭碧婷
25830802,胡宇威
25830802,柯佳嬿
25830802,李晓川
25830802,李淳
25830802,林玟谊
25830802,姜瑞佳
25830802,樊光耀
25830802,陶传正
25830802,张世
25830802,郑有杰
24847343,杨幂
24847343,郭采洁
24847343,陈学冬
24847343,郭碧婷
24847343,谢依霖
24847343,李贤宰
24847343,锦荣
24847343,任言恺
24847343,姜潮
24847343,王琳
24847343,商侃
21318488,本·阿弗莱克
21318488,裴淳华
21318488,尼尔·帕特里克·哈里斯
21318488,凯莉·库恩
21318488,泰勒·派瑞
21318488,金·迪肯斯
21318488,米西·派勒
21318488,波伊德·霍布鲁克
21318488,艾米丽·拉塔科斯基
21318488,雪拉·渥德
21318488,派屈克·福吉特
21318488,斯科特·麦克纳里
21318488,凯西·威尔逊
21318488,李·诺里斯
10755171,科洛·莫瑞兹
10755171,查理兹·塞隆
10755171,克里斯蒂娜·亨德里克斯
10755171,尼古拉斯·霍尔特
10755171,寇瑞·斯托尔
10755171,德瑞·德·玛泰
10755171,泰伊·谢里丹
10755171,多拉·马迪森·布鲁格
10755171,安德里亚·罗斯
10755171,劳拉·凯洛蒂
10755171,肖恩·布里吉格斯
10755171,格伦·莫肖尔
10755171,艾迪.米勒
10755171,斯特林·杰里斯
10755171,杰夫·蔡斯
10755171,J.拉罗斯
10755171,理查德·古恩
10755171,艾珠·帕森斯
10755171,James Martin Kelly
10755171,詹姆斯·摩西·布莱克
11520649,凯文·科斯特纳
11520649,Ramiro Rodriguez
11520649,卡洛斯·普拉斯
11520649,Johnny Ortiz
11520649,Rafael Martinez
11520649,Hector Duran
11520649,Sergio Avelar
11520649,Michael Aguero
11520649,戴安娜·玛丽亚·里瓦
11520649,Omar Leyva
11520649,维勒特·罗德里格斯
11520649,Danny Mora
11520649,玛丽亚·贝罗
11520649,摩根·塞勒
11520649,艾尔西·费舍尔
26268587,娜塔莉·多默尔
26268587,阿奈林·巴纳德
26268587,肖恩·埃文斯
26268587,大卫·卡尔德
26268587,克雷格·帕金森
26268587,奥利佛 克里斯
26268587,彼得·苏利文
26268587,杰西卡·古宁
26268587,Elizabeth Rider
26268587,Richard McCabe
26268587,威尔·基恩
26268587,Tom Edden
26268587,Michael Bott
26268587,Robert Morgan
26268587,Alex Beckett
25718082,梁洛施
25718082,张孝全
25718082,柯宇纶
25718082,李心洁
25718082,王识贤
25718082,陈志朋
23761370,范·迪塞尔
23761370,保罗·沃克
23761370,杰森·斯坦森
23761370,米歇尔·罗德里格兹
23761370,乔丹娜·布鲁斯特
23761370,泰瑞斯·吉布森
23761370,卢达·克里斯
23761370,道恩·强森
23761370,卢卡斯·布莱克
23761370,库尔特·拉塞尔
23761370,娜塔莉·伊曼纽尔
23761370,埃尔莎·帕塔奇
23761370,盖尔·加朵
23761370,约翰·布罗特顿
23761370,卢克·伊万斯
23761370,托尼·贾
23761370,杰曼·翰苏
23761370,诺尔·古格雷米
23761370,阿里·扎勒
23761370,姜成镐
23761370,龙达·鲁西
23761370,伊吉·阿德利亚
23761370,乔恩·李·布罗迪
24405378,塔伦·埃格顿
24405378,科林·费尔斯
24405378,塞缪尔·杰克逊
24405378,迈克尔·凯恩
24405378,马克·斯特朗
24405378,索菲·库克森
24405378,索菲亚·波多拉
24405378,马克·哈米尔
24405378,杰克·达文波特
24405378,萨曼塔·沃马克
24405378,汉娜·阿尔斯特伦
24405378,约诺·戴维斯
24405378,亚历克斯·尼科洛夫
24405378,维利贝·托皮奇
24405378,杰夫·贝尔
24405378,艾德里安·奎因顿
24405378,乔丹·朗
24405378,西奥·巴克利姆比格斯
24405378,摩根·华金斯
24405378,拉尔夫·尹爱森
24405378,爱德华·霍尔克罗夫特
24405378,尼古拉斯·班克斯
19957083,塞思·麦克法兰
19957083,马克·沃尔伯格
19957083,阿曼达·塞弗里德
19957083,杰西卡·巴斯
19957083,连姆·尼森
19957083,摩根·弗里曼
19957083,帕特里克·斯图尔特
19957083,杰·雷诺
19957083,吉米·坎摩尔
19957083,鲍比·莫伊尼汉
19957083,凯特·麦克金农
19957083,塔兰·基拉姆
19957083,乔瓦尼·瑞比西
19957083,帕特里克·沃伯顿
19957083,迈克尔·多恩
19957083,比尔·斯米托洛维奇
19957083,约翰·斯拉特里
19957083,约翰·卡洛·林奇
24716045,凯瑞·穆里根
24716045,马提亚斯·修奈尔
24716045,麦克·辛
24716045,汤姆·斯图里奇
24716045,朱诺·坦普尔
24716045,希尔顿·麦克雷
24716045,杰西卡·巴登
24716045,布莱德利·豪尔
24716045,Tilly Vosburgh
24716045,马克·温格特
24716045,Dorian Lough
24716045,哈利·皮考克
24716045,Victor McGuire
24716045,Jody Halse
25945356,陈意涵
25945356,窦骁
25945356,杨祐宁
25945356,宋伊人
25945356,于波
25945356,成泰燊
25945356,杜志国
25945356,顾宝明
25945356,周骏超
25945356,莫合塔尔
25945356,杜玉明
25945356,郭虹
21937450,黄政民
21937450,金允珍
21937450,吴达洙
21937450,张英南
21937450,郑镇荣
21937450,罗美兰
21937450,金瑟祺
21937450,郑允浩
21937450,Stella Choe
25870084,杨子姗
25870084,归亚蕾
25870084,陈柏霖
25870084,鹿晗
25870084,王德顺
25870084,赵立新
25870084,李宜娟
25870084,尹航
25870084,夏子涵
25870084,林丛
25870084,杨青
25794212,谢琳·伍德蕾
25794212,提奥·詹姆斯
25794212,凯特·温丝莱特
25794212,奥克塔维亚·斯宾瑟
25794212,杰·科特尼
25794212,佐伊·克罗维兹
25794212,迈尔斯·特勒
25794212,安塞尔·艾尔高特
25794212,李美琪
25794212,娜奥米·沃茨
25794212,梅奇·费法
25794212,贾斯蒂斯·利克
25794212,本·劳埃德-休斯
25794212,托尼·戈德温
25794212,艾什莉·贾德
25794212,雷·史蒂文森
25794212,约翰尼·韦斯顿
